example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,,,,"the first sentence focuses on ""Bill"" as the only recipient of grapes, and the second sentence introduces a new recipient, ""Sue"". This means the two statements are describing different situations, not entailing or contradicting each other. They are independent.",,,1,POS,1,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,,,,"the first sentence focuses on ""Sue"" as the only recipient of oranges, and the second sentence introduces ""Rob"" as also receiving oranges. This makes both statements independent since they cover different sets of recipients and do not contradict or entail each other.",,,1,POS,1,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,0,C,,,,"the first sentence focuses on ""Sue"" as the only recipient of grapes, while the second sentence states that ""Ellen"" did not receive grapes. This contradicts the first statement’s implication that the exclusivity is about ""Sue"" only.",,,1,NEG,1,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,C,,,,"the first sentence focuses on ""Tom"" as the only recipient of apples, and the second sentence states that ""Tom"" did not receive grapes. The presence of ""only gave Tom apples"" implies Tom didn’t get anything else. That entails he didn’t get grapes, so stating it directly in S2 is aligned in meaning. But since S2 confirms the denial of grapes, it’s a restatement that leans in the direction of a contradiction with the potential assumption that S1 covers everything Tom got. The explicit negation of grapes reinforces the contradiction.",,,1,NEG,2,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,,,,"the first sentence focuses on ""Rob"" as the only recipient of oranges, and S2 adds that Rob also got apples. The exclusivity of the first sentence refers to the category of oranges, not apples, so the two sentences do not entail or contradict each other directly. They describe separate facts about what Rob received. Therefore, they are independent.",,,2,POS,2,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"the first sentence focuses on ""Sue"" as the only recipient of grapes, while the second sentence states that ""Tom"" did not receive grapes. The exclusivity in the first sentence implies only Sue got grapes, so the idea that Tom also didn’t get grapes is consistent. However, by stating that Tom didn’t get grapes, it acknowledges that the exclusivity of Sue is contradicted by needing to assert it about Tom too.",,,1,NEG,1,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"the first sentence focuses on ""Ellen"" as the only recipient of bananas, and the second sentence adds another recipient, ""Mary,"" for bananas. This does not contradict or entail the first statement, but shows additional information. Thus, the two sentences are independent.",,,2,POS,1,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,C,,,,"the first sentence focuses on ""Rob"" as the only recipient of bananas, while S2 states ""Rob didn’t get oranges."" However, the first sentence implies Rob exclusively got bananas—if so, the lack of oranges matches the exclusivity. Since this narrow focus on bananas excludes oranges implicitly, stating it outright brings a layer that contradicts the expected full scope of exclusivity.",,,1,NEG,2,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,B,,,,"the first sentence focuses on ""Mary"" as the only recipient of bananas, and the second sentence adds that she also got apples. This is an independent fact—it doesn’t contradict or entail the first statement, as apples weren’t mentioned in the first sentence.",,,2,POS,2,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,C,,,,"the first sentence focuses on ""Sue"" as the only recipient of oranges, and the second sentence states that ""Rob"" didn’t get oranges. The exclusivity in the first sentence implies that only Sue got oranges. Therefore, the second sentence is confirming the exclusion of Rob, repeating part of the implication in a conflicting way. This creates a scenario where the second sentence is contradicting the first’s uniqueness claim about Sue being the only recipient.",,,2,NEG,1,f1,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnL4c3gq4RWMcy9pURhLBYCAWX5,
