example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning the only thing Sam gave Ellen was bananas. This provides no information about what Sam gave Rob, making S2 independent.",,,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob is the only person Sam gave grapes to. This provides no information about what else Sam gave Rob, making S2 independent.",,,1,POS,2,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,,,,"the prosodic focus in S1 is on ""Tom"", meaning Tom is the only person Sam gave apples to. S2 states that Sam also gave Bill apples, which contradicts S1.",,,1,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"the prosodic focus in S1 is on ""apples"", meaning the only thing Sam gave Mary was apples. S2 states that Sam also gave Mary bananas, which contradicts S1.",,,2,POS,2,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""oranges"", meaning the only thing Sam gave Ellen was oranges. This provides no information about what Sam gave Sue, making S2 independent.",,,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning the only thing Sam gave Rob was oranges. This logically entails that Sam did not give Rob apples, which is exactly what S2 states.",,,2,NEG,2,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,,,,"the prosodic focus in S1 is on ""Bill"", meaning Bill is the only person Sam gave bananas to. This logically entails that Sam did not give Ellen bananas, which is exactly what S2 states.",,,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob is the only person Sam gave bananas to. S2 states that Sam also gave Sue bananas, which contradicts S1.",,,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,,,,"the prosodic focus in S1 is on ""Bill"", meaning Bill is the only person Sam gave bananas to. This logically entails that Sam did not give Mary bananas, which is exactly what S2 states.",,,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,,,,"the prosodic focus in S1 is on ""Ellen"", meaning Ellen is the only person Sam gave grapes to. This logically entails that Sam did not give Rob grapes, which is exactly what S2 states.",,,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
