example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,,,0,Sam only gave Bill grapes.,,,0.0,,1,POS,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,,,0,Sam only gave Sue oranges.,,,0.0,,2,NEG,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,,,0,Sam only gave Rob grapes.,,,0.0,,1,POS,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,,,0,Sam only gave Tom oranges.,,,0.0,,2,NEG,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,,,0,Sam only gave Ellen Bananas.,,,0.0,,2,POS,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,,,0,Sam only gave Ellen grapes.,,,0.0,,1,NEG,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,,,0,Sam only gave Rob oranges.,,,0.0,,2,POS,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,,,0,Sam only gave Tom apples.,,,0.0,,1,NEG,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
0,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,,,0,Sam only gave Bill grapes.,,,0.0,,1,NEG,2,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
1,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,,,0,Sam only gave Alan grapes.,,,0.1111,,2,POS,2,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
2,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,,,0,Sam only gave Bill bananas.,,,0.0,,1,NEG,1,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
3,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,,,0,Sam only gave Ellen oranges.,,,0.0,,2,POS,1,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
4,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,,,0,Sam only gave Tom apples.,,,0.0,,1,POS,1,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,,,0,Sam only gave Bill bananas.,,,0.0,,2,NEG,2,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
6,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,,,0,Sam only gave Ellen Bananas.,,,0.0,,1,POS,2,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
7,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,,,0,Sam only gave Ellen grapes.,,,0.0,,2,NEG,1,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
0,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,,,0,Sam only gave Rob bananas.,,,0.0,,1,POS,2,ns3,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
1,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,,,0,Sam only gave Mary apples.,,,0.0,,2,POS,2,ns3,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
2,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,,,0,Sam only gave Sue bananas.,,,0.0,,1,NEG,1,ns3,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,,,0,Sam only gave Mary grapes.,,,0.0,,2,POS,1,ns3,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212414,,,speaker1
