example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,,,0,Sam only gave Bill grapes.,,,0.0,,1,POS,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,,,0,Sam only gave Sue oranges.,,,0.0,,2,NEG,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,,,0,Sam only gave Rob grapes.,,,0.0,,1,POS,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,,,0,Sam only gave Tom oranges.,,,0.0,,2,NEG,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,,,0,Sam only gave Ellen bananas.,,,0.0,,2,POS,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,,,0,Sam also gave only gave Sam only gave Ellen grapes.,,,0.4706,,1,NEG,1,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,,,0,Sam only gave Rob oranges.,,,0.0,,2,POS,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,,,0,Sam only gave Tom apples.,,,0.0,,1,NEG,2,ns1,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
0,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,,,0,Sam only gave Bill grapes.,,,0.0,,1,NEG,2,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
1,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,,,0,Sam only gave Ellen grapes.,,,0.0,,2,POS,2,ns2,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260521_212500,,,speaker2
