example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,,,1,Sam only gave ELLEN bananas.,,,0.0,,1,POS,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,,,1,Sam only gave MARY apples.,,,0.0,,1,NEG,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,,,1,Sam only gave TOM bananas.,,,0.0,,1,POS,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,,,1,Sam only gave MARY apples.,,,0.0,,1,NEG,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,,,0,Sam only gave MARY oranges.,,,0.0,,2,NEG,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,,,0,Sam only gave Rob apples.,,,0.0,,2,POS,1,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,,,1,Sam only gave ROB apples.,,,0.0,,1,POS,1,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,,,1,Sam only gave Rob ORANGES.,,,0.0,,2,NEG,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,,,0,Sam only gave BILL grapes.,,,0.0,,2,POS,1,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,,,1,Sam only gave Rob GRAPES.,,,0.0,,2,POS,2,f9,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144632,,,speaker0
